,indice,Address,INBUILDING,EXTBUILDING,POILOGISTIC,ZONE,DISTRICT,HOUSENUM,ROADNAME,POBOX,ZIPCODE,CITY,COUNTRY,Address2,INBUILDINGK,EXTBUILDINGK,POILOGISTICK,ZONEK,DISTRICTK,HOUSENUMK,ROADNAMEK,POBOXK,ZIPCODEK,CITYK,COUNTRYK,NewLabel,Pattern_Add1
63,63,17 RUE PHILIPPE LEBON 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,NONE,17,RUE PHILIPPE LEBON,NONE,76600.0,LE HAVRE,FRANCE,17 RUE PHILIPPE LEBON 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,NONE,17,RUE PHILIPPE LEBON,NONE,76600.0,LE HAVRE,FRANCE,Match,HN RN C
64,64,QUARTIER CAVANI M'TSANGAMOUJI 37 RUE LA VIGIE II- 97650 M TSANGAMOUJI FRANCE,NONE,NONE,NONE,NONE,QUARTIER CAVANI M'TSANGAMOUJI,37,RUE LA VIGIE II-,NONE,97650.0,M TSANGAMOUJI,FRANCE,37 RUE LA VIGIE II- 97650 M TSANGAMOUJI FRANCE,NONE,NONE,NONE,NONE,NONE,37,RUE LA VIGIE II-,NONE,97650.0,M TSANGAMOUJI,FRANCE,Match,D HN RN C
65,65,VILLA LES BUISSONETS ROUTE DE MAUBOURGUET 64350 LEMBEYE FRANCE,NONE,VILLA LES BUISSONETS,NONE,NONE,NONE,NONE,ROUTE DE MAUBOURGUET,NONE,64350.0,LEMBEYE,FRANCE,VILLA LES BUISSONETS ROUTE DE MAUBOURGUET 64350 LEMBEYE FRANCE,NONE,VILLA LES BUISSONETS,NONE,NONE,NONE,NONE,ROUTE DE MAUBOURGUET,NONE,64350.0,LEMBEYE,FRANCE,Match,EB RN C
66,66,QUARTIER DU GAND AVENUE DU LAC 4200 SISTERON FRANCE,NONE,NONE,NONE,NONE,QUARTIER DU GAND,NONE,AVENUE DU LAC,NONE,4200.0,SISTERON,FRANCE,QUARTIER DU GAND AVENUE DU LAC 4200 SISTERON FRANCE,NONE,NONE,NONE,NONE,QUARTIER DU GAND,NONE,AVENUE DU LAC,NONE,4200.0,SISTERON,FRANCE,Match,D RN C
67,67,16 RUE DANIEL MICHEL 58260 LA MACHINE FRANCE,NONE,NONE,NONE,NONE,NONE,16,RUE DANIEL MICHEL,NONE,58260.0,LA MACHINE,FRANCE,16 RUE DANIEL MICHEL 58260 LA MACHINE FRANCE,NONE,NONE,NONE,NONE,NONE,16,RUE DANIEL MICHEL,NONE,58260.0,LA MACHINE,FRANCE,Match,HN RN C
68,68,17 RUE GUIBOUT HAMEAU DE VIELAINES 10430 ROSIERES-PRES-TROYES FRANCE,NONE,NONE,NONE,NONE,NONE,17,RUE GUIBOUT HAMEAU DE VIELAINES,NONE,10430.0,ROSIERES-PRES-TROYES,FRANCE,17 RUE GUIBOUT HAMEAU DE VIELAINES 10430 ROSIERES-PRES-TROYES FRANCE,NONE,NONE,NONE,NONE,NONE,17,RUE GUIBOUT HAMEAU DE VIELAINES,NONE,10430.0,ROSIERES-PRES-TROYES,FRANCE,Match,HN RN C
69,69,43 RUE VICTOR HUGO 31800 SAINT-GAUDENS FRANCE,NONE,NONE,NONE,NONE,NONE,43,RUE VICTOR HUGO,NONE,31800.0,SAINT-GAUDENS,FRANCE,43 RUE VICTOR HUGO 31800 SAINT-GAUDENS FRANCE,NONE,NONE,NONE,NONE,NONE,43,RUE VICTOR HUGO,NONE,31800.0,SAINT-GAUDENS,FRANCE,Match,HN RN C
70,70,BATIMENT P CITE ADMINISTRATIVE - 2 RUE PELISSIER 63000 CLERMONT-FERRAND FRANCE,NONE,BATIMENT P,NONE,NONE,CITE ADMINISTRATIVE -,2,RUE PELISSIER,NONE,63000.0,CLERMONT-FERRAND,FRANCE,BATIMENT P CITE ADMINISTRATIVE - 2 RUE PELISSIER 63000 CLERMONT-FERRAND FRANCE,NONE,BATIMENT P,NONE,NONE,CITE ADMINISTRATIVE -,2,RUE PELISSIER,NONE,63000.0,CLERMONT-FERRAND,FRANCE,Match,EB D HN RN C
71,71,AVENUE DE LA VERSOIE 74200 THONON-LES-BAINS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE DE LA VERSOIE,NONE,74200.0,THONON-LES-BAINS,FRANCE,AVENUE DE LA VERSOIE 74200 THONON-LES-BAINS FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE DE LA VERSOIE,NONE,74200.0,THONON-LES-BAINS,FRANCE,Match,RN C
72,72,RESIDENCE MONTBRISON 2 RUE PAUL GIMONT 80120 RUEIL-MALMAISON FRANCE,NONE,RESIDENCE MONTBRISON,NONE,NONE,NONE,2,RUE PAUL GIMONT,NONE,80120.0,RUEIL-MALMAISON,FRANCE,2 RUE PAUL GIMONT 80120 RUEIL-MALMAISON FRANCE,NONE,NONE,NONE,NONE,NONE,2,RUE PAUL GIMONT,NONE,80120.0,RUEIL-MALMAISON,FRANCE,Match,EB HN RN C
73,73,ZONE INDUSTRIELLESPAL BOULEVARD DE L EUROPE 64230 LESCAR FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLESPAL,NONE,NONE,BOULEVARD DE L EUROPE,NONE,64230.0,LESCAR,FRANCE,ZONE INDUSTRIELLESPAL BOULEVARD DE L EUROPE 64230 LESCAR FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLESPAL,NONE,NONE,BOULEVARD DE L EUROPE,NONE,64230.0,LESCAR,FRANCE,Match,Z RN C
74,74,IMMEUBLE L'EUROPEEN 98 ALLEE DES CHAMPS ELYSEES 91080 EVRY-COURCOURONNES FRANCE,NONE,IMMEUBLE L'EUROPEEN,NONE,NONE,NONE,98,ALLEE DES CHAMPS ELYSEES,NONE,91080.0,EVRY-COURCOURONNES,FRANCE,98 ALLEE DES CHAMPS ELYSEES 91080 EVRY-COURCOURONNES FRANCE,NONE,NONE,NONE,NONE,NONE,98,ALLEE DES CHAMPS ELYSEES,NONE,91080.0,EVRY-COURCOURONNES,FRANCE,Match,EB HN RN C
75,75,14 RUE ANCIENNE MAIRIE 23000 GUERET FRANCE,NONE,NONE,NONE,NONE,NONE,14,RUE ANCIENNE MAIRIE,NONE,23000.0,GUERET,FRANCE,14 RUE ANCIENNE MAIRIE 23000 GUERET FRANCE,NONE,NONE,NONE,NONE,NONE,14,RUE ANCIENNE MAIRIE,NONE,23000.0,GUERET,FRANCE,Match,HN RN C
76,76,RUE DU 11 NOVEMBRE 1918 77250 MORET-LOING-ET-ORVANNE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DU 11 NOVEMBRE 1918,NONE,77250.0,MORET-LOING-ET-ORVANNE,FRANCE,RUE DU 11 NOVEMBRE 1918 77250 MORET-LOING-ET-ORVANNE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DU 11 NOVEMBRE 1918,NONE,77250.0,MORET-LOING-ET-ORVANNE,FRANCE,Match,RN C
77,77,RUE JEAN MOULIN 63240 MONT-DORE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE JEAN MOULIN,NONE,63240.0,MONT-DORE,FRANCE,RUE JEAN MOULIN 63240 MONT-DORE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE JEAN MOULIN,NONE,63240.0,MONT-DORE,FRANCE,Match,RN C
78,78,PLACE DON BOSCO 6200 NICE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DON BOSCO,NONE,6200.0,NICE,FRANCE,PLACE DON BOSCO 6200 NICE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DON BOSCO,NONE,6200.0,NICE,FRANCE,Match,RN C
79,79,CITE DE L AMEUBLEMENT 75011 PARIS FRANCE,NONE,NONE,NONE,NONE,CITE DE L AMEUBLEMENT,NONE,NONE,NONE,75011.0,PARIS,FRANCE,CITE DE L AMEUBLEMENT 75011 PARIS FRANCE,NONE,NONE,NONE,NONE,CITE DE L AMEUBLEMENT,NONE,NONE,NONE,75011.0,PARIS,FRANCE,Match,Z D C
80,80,BATIMENT B IMMEUBLE LE TORRENT - 1 AVENUE DU PERE COUDRIN 48000 MENDE FRANCE,NONE,BATIMENT B IMMEUBLE LE TORRENT -,NONE,NONE,NONE,1,AVENUE DU PERE COUDRIN,NONE,48000.0,MENDE,FRANCE,1 AVENUE DU PERE COUDRIN 48000 MENDE FRANCE,NONE,NONE,NONE,NONE,NONE,1,AVENUE DU PERE COUDRIN,NONE,48000.0,MENDE,FRANCE,Match,EB HN RN C
81,81,17 AVENUE DE LUCHON 31210 GOURDAN-POLIGNAN FRANCE,NONE,NONE,NONE,NONE,NONE,17,AVENUE DE LUCHON,NONE,31210.0,GOURDAN-POLIGNAN,FRANCE,17 AVENUE DE LUCHON 31210 GOURDAN-POLIGNAN FRANCE,NONE,NONE,NONE,NONE,NONE,17,AVENUE DE LUCHON,NONE,31210.0,GOURDAN-POLIGNAN,FRANCE,Match,HN RN C
82,82,RESIDENCE ANATOLE FRANCE PLACE GABRIEL PERIPHERIQUE 18100 VIERZON FRANCE,NONE,RESIDENCE ANATOLE FRANCE,NONE,NONE,NONE,NONE,PLACE GABRIEL PERIPHERIQUE,NONE,18100.0,VIERZON,FRANCE,RESIDENCE ANATOLE FRANCE PLACE GABRIEL PERIPHERIQUE 18100 VIERZON FRANCE,NONE,RESIDENCE ANATOLE FRANCE,NONE,NONE,NONE,NONE,PLACE GABRIEL PERIPHERIQUE,NONE,18100.0,VIERZON,FRANCE,Match,EB RN C
83,83,60 RUE DU CLEUX 2290 RESSONS-LE-LONG FRANCE,NONE,NONE,NONE,NONE,NONE,60,RUE DU CLEUX,NONE,2290.0,RESSONS-LE-LONG,FRANCE,60 RUE DU CLEUX 2290 RESSONS-LE-LONG FRANCE,NONE,NONE,NONE,NONE,NONE,60,RUE DU CLEUX,NONE,2290.0,RESSONS-LE-LONG,FRANCE,Match,HN RN C
84,84,LA CROISIERE 84500 BOLLENE FRANCE,NONE,NONE,NONE,LA CROISIERE,NONE,NONE,NONE,NONE,84500.0,BOLLENE,FRANCE,LA CROISIERE 84500 BOLLENE FRANCE,NONE,NONE,NONE,LA CROISIERE,NONE,NONE,NONE,NONE,84500.0,BOLLENE,FRANCE,Match,Z C
85,85,RUE FERRARI 13005 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE FERRARI,NONE,13005.0,MARSEILLE,FRANCE,RUE FERRARI 13005 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE FERRARI,NONE,13005.0,MARSEILLE,FRANCE,Match,RN C
86,86,785 RUE CAPITAINE RENE BLAZY 83600 FREJUS FRANCE,NONE,NONE,NONE,NONE,NONE,785,RUE CAPITAINE RENE BLAZY,NONE,83600.0,FREJUS,FRANCE,785 RUE CAPITAINE RENE BLAZY 83600 FREJUS FRANCE,NONE,NONE,NONE,NONE,NONE,785,RUE CAPITAINE RENE BLAZY,NONE,83600.0,FREJUS,FRANCE,Match,HN RN C
87,87,ZONE INDUSTRIELLE 6 ROUTE NATIONALE 45190 TAVERS FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,6,ROUTE NATIONALE,NONE,45190.0,TAVERS,FRANCE,6 ROUTE NATIONALE 45190 TAVERS FRANCE,NONE,NONE,NONE,NONE,NONE,6,ROUTE NATIONALE,NONE,45190.0,TAVERS,FRANCE,Match,Z HN RN C
88,88,119 BOULEVARD DE SAINT LOUP 13010 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,NONE,119,BOULEVARD DE SAINT LOUP,NONE,13010.0,MARSEILLE,FRANCE,119 BOULEVARD DE SAINT LOUP 13010 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,NONE,119,BOULEVARD DE SAINT LOUP,NONE,13010.0,MARSEILLE,FRANCE,Match,HN RN C
89,89,68 AVENUE DU HUIT MAI 1945 7300 TOURNON-SUR-RHONE FRANCE,NONE,NONE,NONE,NONE,NONE,68,AVENUE DU HUIT MAI 1945,NONE,7300.0,TOURNON-SUR-RHONE,FRANCE,68 AVENUE DU HUIT MAI 1945 7300 TOURNON-SUR-RHONE FRANCE,NONE,NONE,NONE,NONE,NONE,68,AVENUE DU HUIT MAI 1945,NONE,7300.0,TOURNON-SUR-RHONE,FRANCE,Match,HN RN C
90,90,RUE DU GENERAL POTEZ 28500 MONTREUIL FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DU GENERAL POTEZ,NONE,28500.0,MONTREUIL,FRANCE,RUE DU GENERAL POTEZ 28500 MONTREUIL FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DU GENERAL POTEZ,NONE,28500.0,MONTREUIL,FRANCE,Match,RN C
91,91,RESIDENCE RESIDENCE LE COLOMBIER 95470 SURVILLIERS FRANCE,NONE,RESIDENCE RESIDENCE LE COLOMBIER,NONE,NONE,NONE,NONE,NONE,NONE,95470.0,SURVILLIERS,FRANCE,RESIDENCE RESIDENCE LE COLOMBIER 95470 SURVILLIERS FRANCE,NONE,RESIDENCE RESIDENCE LE COLOMBIER,NONE,NONE,NONE,NONE,NONE,NONE,95470.0,SURVILLIERS,FRANCE,Match,EB C
92,92,PLACE DU PARVIS NOTRE DAME 50200 COUTANCES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DU PARVIS NOTRE DAME,NONE,50200.0,COUTANCES,FRANCE,PLACE DU PARVIS NOTRE DAME 50200 COUTANCES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,PLACE DU PARVIS NOTRE DAME,NONE,50200.0,COUTANCES,FRANCE,Match,RN C
93,93,ZONE INDUSTRIELLE MAS DE MEZE CHEMIN DE LA FLESQUE 30700 UZES FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE MAS DE MEZE,NONE,NONE,CHEMIN DE LA FLESQUE,NONE,30700.0,UZES,FRANCE,ZONE INDUSTRIELLE MAS DE MEZE CHEMIN DE LA FLESQUE 30700 UZES FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE MAS DE MEZE,NONE,NONE,CHEMIN DE LA FLESQUE,NONE,30700.0,UZES,FRANCE,Match,Z RN C
94,94,5 RUE FARGES 13008 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,NONE,5,RUE FARGES,NONE,13008.0,MARSEILLE,FRANCE,5 RUE FARGES 13008 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,NONE,5,RUE FARGES,NONE,13008.0,MARSEILLE,FRANCE,Match,HN RN C
95,95,VALLON DE FONTENAY - PERIPOLE 154 58 B RUE ROGER SALENGRO 94120 FONTENAY-SOUS-BOIS FRANCE,NONE,NONE,NONE,VALLON DE FONTENAY - PERIPOLE 154,NONE,58 B,RUE ROGER SALENGRO,NONE,94120.0,FONTENAY-SOUS-BOIS,FRANCE,58 B RUE ROGER SALENGRO 94120 FONTENAY-SOUS-BOIS FRANCE,NONE,NONE,NONE,NONE,NONE,58 B,RUE ROGER SALENGRO,NONE,94120.0,FONTENAY-SOUS-BOIS,FRANCE,Match,Z HN RN C
96,96,RUE COLAS 60210 THIEULOY-SAINT-ANTOINE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE COLAS,NONE,60210.0,THIEULOY-SAINT-ANTOINE,FRANCE,RUE COLAS 60210 THIEULOY-SAINT-ANTOINE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE COLAS,NONE,60210.0,THIEULOY-SAINT-ANTOINE,FRANCE,Match,RN C
97,97,ETANG RATE 1400 CONDEISSIAT FRANCE,NONE,NONE,NONE,ETANG RATE,NONE,NONE,NONE,NONE,1400.0,CONDEISSIAT,FRANCE,ETANG RATE 1400 CONDEISSIAT FRANCE,NONE,NONE,NONE,ETANG RATE,NONE,NONE,NONE,NONE,1400.0,CONDEISSIAT,FRANCE,Match,Z C
98,98,ROUTE NATIONALE 113 34920 LE CRES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE NATIONALE 113,NONE,34920.0,LE CRES,FRANCE,ROUTE NATIONALE 113 34920 LE CRES FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE NATIONALE 113,NONE,34920.0,LE CRES,FRANCE,Match,RN C
99,99,3 PLACE SULLY 63400 CHAMALIERES FRANCE,NONE,NONE,NONE,NONE,NONE,3,PLACE SULLY,NONE,63400.0,CHAMALIERES,FRANCE,3 PLACE SULLY 63400 CHAMALIERES FRANCE,NONE,NONE,NONE,NONE,NONE,3,PLACE SULLY,NONE,63400.0,CHAMALIERES,FRANCE,Match,HN RN C
100,100,RUE DES PYRENEES 31330 GRENADE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DES PYRENEES,NONE,31330.0,GRENADE,FRANCE,RUE DES PYRENEES 31330 GRENADE FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DES PYRENEES,NONE,31330.0,GRENADE,FRANCE,Match,RN C
101,101,4 IMPASSE DE L ILE DE FRANCE 57330 HETTANGE-GRANDE FRANCE,NONE,NONE,NONE,NONE,NONE,4,IMPASSE DE L ILE DE FRANCE,NONE,57330.0,HETTANGE-GRANDE,FRANCE,4 IMPASSE DE L ILE DE FRANCE 57330 HETTANGE-GRANDE FRANCE,NONE,NONE,NONE,NONE,NONE,4,IMPASSE DE L ILE DE FRANCE,NONE,57330.0,HETTANGE-GRANDE,FRANCE,Match,HN RN C
102,102,1 RUE DU RHONE 13008 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,NONE,1,RUE DU RHONE,NONE,13008.0,MARSEILLE,FRANCE,1 RUE DU RHONE 13008 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,NONE,1,RUE DU RHONE,NONE,13008.0,MARSEILLE,FRANCE,Match,HN RN C
103,103,85 RUE CASIMIR DELAVIGNE 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,NONE,85,RUE CASIMIR DELAVIGNE,NONE,76600.0,LE HAVRE,FRANCE,85 RUE CASIMIR DELAVIGNE 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,NONE,85,RUE CASIMIR DELAVIGNE,NONE,76600.0,LE HAVRE,FRANCE,Match,HN RN C
104,104,65 RUE DU JAVELOT 75013 PARIS FRANCE,NONE,NONE,NONE,NONE,NONE,65,RUE DU JAVELOT,NONE,75013.0,PARIS,FRANCE,65 RUE DU JAVELOT 75013 PARIS FRANCE,NONE,NONE,NONE,NONE,NONE,65,RUE DU JAVELOT,NONE,75013.0,PARIS,FRANCE,Match,HN RN C
105,105,LES PONCEAUX ROUTE DU MANS 37390 LA MEMBROLLE-SUR-CHOISILLE FRANCE,NONE,NONE,NONE,LES PONCEAUX,NONE,NONE,ROUTE DU MANS,NONE,37390.0,LA MEMBROLLE-SUR-CHOISILLE,FRANCE,LES PONCEAUX ROUTE DU MANS 37390 LA MEMBROLLE-SUR-CHOISILLE FRANCE,NONE,NONE,NONE,LES PONCEAUX,NONE,NONE,ROUTE DU MANS,NONE,37390.0,LA MEMBROLLE-SUR-CHOISILLE,FRANCE,Match,Z RN C
106,106,RUE HENRI RASSEMUSSE 15100 SAINT-FLOUR FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE HENRI RASSEMUSSE,NONE,15100.0,SAINT-FLOUR,FRANCE,RUE HENRI RASSEMUSSE 15100 SAINT-FLOUR FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE HENRI RASSEMUSSE,NONE,15100.0,SAINT-FLOUR,FRANCE,Match,RN C
107,107,48 AVENUE DE CLERMONT 63122 CEYRAT FRANCE,NONE,NONE,NONE,NONE,NONE,48,AVENUE DE CLERMONT,NONE,63122.0,CEYRAT,FRANCE,48 AVENUE DE CLERMONT 63122 CEYRAT FRANCE,NONE,NONE,NONE,NONE,NONE,48,AVENUE DE CLERMONT,NONE,63122.0,CEYRAT,FRANCE,Match,HN RN C
108,108,ZONE DE FRET 5 SOGARIS 14 RUE DE LA BELLE BORNE 93290 TREMBLAY-EN-FRANCE FRANCE,NONE,NONE,NONE,ZONE DE FRET 5 SOGARIS,NONE,14,RUE DE LA BELLE BORNE,NONE,93290.0,TREMBLAY-EN-FRANCE,FRANCE,14 RUE DE LA BELLE BORNE 93290 TREMBLAY-EN-FRANCE FRANCE,NONE,NONE,NONE,NONE,NONE,14,RUE DE LA BELLE BORNE,NONE,93290.0,TREMBLAY-EN-FRANCE,FRANCE,Match,Z HN RN C
109,109,9 RUE JEAN JAURES 13200 ARLES FRANCE,NONE,NONE,NONE,NONE,NONE,9,RUE JEAN JAURES,NONE,13200.0,ARLES,FRANCE,9 RUE JEAN JAURES 13200 ARLES FRANCE,NONE,NONE,NONE,NONE,NONE,9,RUE JEAN JAURES,NONE,13200.0,ARLES,FRANCE,Match,HN RN C
110,110,5 RUE GAMBETTA 54800 JARNY FRANCE,NONE,NONE,NONE,NONE,NONE,5,RUE GAMBETTA,NONE,54800.0,JARNY,FRANCE,5 RUE GAMBETTA 54800 JARNY FRANCE,NONE,NONE,NONE,NONE,NONE,5,RUE GAMBETTA,NONE,54800.0,JARNY,FRANCE,Match,HN RN C
111,111,12 RUE DES DAMES 67380 LINGOLSHEIM FRANCE,NONE,NONE,NONE,NONE,NONE,12,RUE DES DAMES,NONE,67380.0,LINGOLSHEIM,FRANCE,12 RUE DES DAMES 67380 LINGOLSHEIM FRANCE,NONE,NONE,NONE,NONE,NONE,12,RUE DES DAMES,NONE,67380.0,LINGOLSHEIM,FRANCE,Match,HN RN C
112,112,Q SAINTE ANNE RTE NATIONALE 83330 EVENOS FRANCE,NONE,NONE,NONE,NONE,Q SAINTE ANNE,NONE,RTE NATIONALE,NONE,83330.0,EVENOS,FRANCE,Q SAINTE ANNE RTE NATIONALE 83330 EVENOS FRANCE,NONE,NONE,NONE,NONE,Q SAINTE ANNE,NONE,RTE NATIONALE,NONE,83330.0,EVENOS,FRANCE,Match,D RN C
113,113,TERMINAL MTIME TRANSMANCHE ZONE CONTROLES DOUANE/SIVEP NOUVELLE 62100 CALAIS FRANCE,NONE,NONE,TERMINAL MTIME TRANSMANCHE,ZONE CONTROLES DOUANE/SIVEP NOUVELLE,NONE,NONE,NONE,NONE,62100.0,CALAIS,FRANCE,TERMINAL MTIME TRANSMANCHE ZONE CONTROLES DOUANE/SIVEP NOUVELLE 62100 CALAIS FRANCE,NONE,NONE,TERMINAL MTIME TRANSMANCHE,ZONE CONTROLES DOUANE/SIVEP NOUVELLE,NONE,NONE,NONE,NONE,62100.0,CALAIS,FRANCE,Match,P Z C
114,114,6 RUE JEAN VIRIOT 88000 EPINAL FRANCE,NONE,NONE,NONE,NONE,NONE,6,RUE JEAN VIRIOT,NONE,88000.0,EPINAL,FRANCE,6 RUE JEAN VIRIOT 88000 EPINAL FRANCE,NONE,NONE,NONE,NONE,NONE,6,RUE JEAN VIRIOT,NONE,88000.0,EPINAL,FRANCE,Match,HN RN C
115,115,1 RUE ROBERT LEGRAVEREND 77320 LA FERTE-GAUCHER FRANCE,NONE,NONE,NONE,NONE,NONE,1,RUE ROBERT LEGRAVEREND,NONE,77320.0,LA FERTE-GAUCHER,FRANCE,1 RUE ROBERT LEGRAVEREND 77320 LA FERTE-GAUCHER FRANCE,NONE,NONE,NONE,NONE,NONE,1,RUE ROBERT LEGRAVEREND,NONE,77320.0,LA FERTE-GAUCHER,FRANCE,Match,HN RN C
116,116,LES MELZASSES 7430 VERNOSC-LES-ANNONAY FRANCE,NONE,NONE,NONE,LES MELZASSES,NONE,NONE,NONE,NONE,7430.0,VERNOSC-LES-ANNONAY,FRANCE,LES MELZASSES 7430 VERNOSC-LES-ANNONAY FRANCE,NONE,NONE,NONE,LES MELZASSES,NONE,NONE,NONE,NONE,7430.0,VERNOSC-LES-ANNONAY,FRANCE,Match,Z C
117,117,7 AVENUE NELLY DEGANNE 33120 ARCACHON FRANCE,NONE,NONE,NONE,NONE,NONE,7,AVENUE NELLY DEGANNE,NONE,33120.0,ARCACHON,FRANCE,7 AVENUE NELLY DEGANNE 33120 ARCACHON FRANCE,NONE,NONE,NONE,NONE,NONE,7,AVENUE NELLY DEGANNE,NONE,33120.0,ARCACHON,FRANCE,Match,HN RN C
118,118,25 RUE CARNOT 33490 SAINT-MACAIRE FRANCE,NONE,NONE,NONE,NONE,NONE,25,RUE CARNOT,NONE,33490.0,SAINT-MACAIRE,FRANCE,25 RUE CARNOT 33490 SAINT-MACAIRE FRANCE,NONE,NONE,NONE,NONE,NONE,25,RUE CARNOT,NONE,33490.0,SAINT-MACAIRE,FRANCE,Match,HN RN C
119,119,ZONE INDUSTRIELLE 40 RUE AMBROISE CROIZAT 73400 UGINE FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,40,RUE AMBROISE CROIZAT,NONE,73400.0,UGINE,FRANCE,40 RUE AMBROISE CROIZAT 73400 UGINE FRANCE,NONE,NONE,NONE,NONE,NONE,40,RUE AMBROISE CROIZAT,NONE,73400.0,UGINE,FRANCE,Match,Z HN RN C
120,120,20 RUE JEAN LEBAS 13200 ARLES FRANCE,NONE,NONE,NONE,NONE,NONE,20,RUE JEAN LEBAS,NONE,13200.0,ARLES,FRANCE,20 RUE JEAN LEBAS 13200 ARLES FRANCE,NONE,NONE,NONE,NONE,NONE,20,RUE JEAN LEBAS,NONE,13200.0,ARLES,FRANCE,Match,HN RN C
121,121,TOUR D AYGOSI 5 13080 AIX-EN-PROVENCE FRANCE,NONE,TOUR D AYGOSI,NONE,NONE,NONE,5,NONE,NONE,13080.0,AIX-EN-PROVENCE,FRANCE,TOUR D AYGOSI 5 13080 AIX-EN-PROVENCE FRANCE,NONE,TOUR D AYGOSI,NONE,NONE,NONE,5,NONE,NONE,13080.0,AIX-EN-PROVENCE,FRANCE,Match,EB HN C
122,122,14 RUE DE GRILLE 13200 ARLES FRANCE,NONE,NONE,NONE,NONE,NONE,14,RUE DE GRILLE,NONE,13200.0,ARLES,FRANCE,14 RUE DE GRILLE 13200 ARLES FRANCE,NONE,NONE,NONE,NONE,NONE,14,RUE DE GRILLE,NONE,13200.0,ARLES,FRANCE,Match,HN RN C
123,123,BATIMENT 2 ZONE D'ACTIVITES CORIOLIS AVENUE DE L'EUROPE 71210 ECUISSES FRANCE,NONE,BATIMENT 2,NONE,ZONE D'ACTIVITES CORIOLIS,NONE,NONE,AVENUE DE L'EUROPE,NONE,71210.0,ECUISSES,FRANCE,BATIMENT 2 AVENUE DE L'EUROPE 71210 ECUISSES FRANCE,NONE,BATIMENT 2,NONE,NONE,NONE,NONE,AVENUE DE L'EUROPE,NONE,71210.0,ECUISSES,FRANCE,Match,EB Z RN C
124,124,19 BOULEVARD JEAN JAURES 13080 AIX-EN-PROVENCE FRANCE,NONE,NONE,NONE,NONE,NONE,19,BOULEVARD JEAN JAURES,NONE,13080.0,AIX-EN-PROVENCE,FRANCE,19 BOULEVARD JEAN JAURES 13080 AIX-EN-PROVENCE FRANCE,NONE,NONE,NONE,NONE,NONE,19,BOULEVARD JEAN JAURES,NONE,13080.0,AIX-EN-PROVENCE,FRANCE,Match,HN RN C
125,125,36 RUE HENRI LEBA 49330 LES HAUTS-D'ANJOUSQUE FRANCE,NONE,NONE,NONE,NONE,NONE,36,RUE HENRI LEBA,NONE,49330.0,LES HAUTS-D'ANJOUSQUE,FRANCE,36 RUE HENRI LEBA 49330 LES HAUTS-D'ANJOUSQUE FRANCE,NONE,NONE,NONE,NONE,NONE,36,RUE HENRI LEBA,NONE,49330.0,LES HAUTS-D'ANJOUSQUE,FRANCE,Match,HN RN C
