companyI,AddI,CompanyK,AddK,INBUILDING,EXTBUILDING,POILOGISTIC,ZONE,DISTRICT,HOUSENUM,ROADNAME,POBOX,ZIPCODE,CITY,COUNTRY,INBUILDINGK,EXTBUILDINGK,POILOGISTICK,ZONEK,DISTRICTK,HOUSENUMK,ROADNAMEK,POBOXK,ZIPCODEK,CITYK,COUNTRYK,NewLabel
BLANCHET DEMENAGEMENTS,284 Rue Nationale 36400 LA CHATRE France,DEMENAGEMENTS R BLANCHET,210 RUE NATIONALE 36400 LA CHATRE France,NONE,NONE,NONE,NONE,NONE,284,RUE NATIONALE,NONE,36400,LA CHATRE,FRANCE,NONE,NONE,NONE,NONE,NONE,210,RUE NATIONALE,NONE,36400,LA CHATRE,FRANCE,PartialMatch
TRANSPORTS TRESSENS ET FILS,route de Castres 81570 VIELMUR SUR AGOUT France,ENTREPRISE PIERRE TRESSENS ET FILS TRANSPORT TRAMONTANE,RTE DE CASTRES 81570 VIELMUR SUR AGOUT France,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE CASTRES,NONE,81570,VIELMUR SUR AGOUT,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE CASTRES,NONE,81570,VIELMUR SUR AGOUT,FRANCE,Match
JAUFFRET DEMENAGEMENTS,159 rue du petit mas ZI courtine 84000 AVIGNON France,AVIGNON EUROPE DEMENAGEM TRPTS AVIGNON EUROPE D\XE9M\XE9NAGEMENTS TRANSPORTS SOCI\XE9T\XE9 NOUVELLE DES ETABLISSEMENTS JAUFFRET,159 RUE DU PETIT MAS ZONE INDUSTRIELLE DE COURTINE 84000 AVIGNON France,NONE,NONE,NONE,ZONE INDUSTRIELLE COURTINE,NONE,159,RUE DU PETIT MAS,NONE,84000,AVIGNON,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE COURTINE,NONE,159,RUE DU PETIT MAS,NONE,84000,AVIGNON,FRANCE,Match
CALBERSON 82 MONTAUBAN,497 IMPASSE JACQUES DAGUERRE - ZONE ARTISANALE ALBASUD 82000 MONTAUBAN France,CALBERSON SUD OUEST,497 IMP JACQUES DAGUERRE ZA ALBASUD 82000 MONTAUBAN France,NONE,NONE,NONE,ZONE ARTISANALE ALBASUD,NONE,497,IMPASSE JACQUES DAGUERRE,NONE,82000,MONTAUBAN,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE ALBASUD,NONE,497,IMPASSE JACQUES DAGUERRE,NONE,82000,MONTAUBAN,FRANCE,Match
BREFORT,195 RUE LUCIEN SUEUR 60130 WAVIGNIES FRANCE,EARL BREFORT PATRICE,195 RUE LUCIEN SUEUR 60130 WAVIGNIES France,NONE,NONE,NONE,NONE,NONE,195,RUE LUCIEN SUEUR,NONE,60130,WAVIGNIES,FRANCE,NONE,NONE,NONE,NONE,NONE,195,RUE LUCIEN SUEUR,NONE,60130,WAVIGNIES,FRANCE,Match
MORILLE DEMENAGEMENTS,23 RUE CROIX RENAUDEAU 49120 CHEMILLE FRANCE,UNIP TRANSPORT DEMENAGEMENT MORILLE TRANSPORTS D\XE9M\XE9NAGEMENTS MORILLE,23 RUE DE LA CROIX RENAUDEAU 49120 CHEMILLE EN ANJOU France,NONE,NONE,NONE,NONE,NONE,23,RUE CROIX RENAUDEAU,NONE,49120,CHEMILLE,FRANCE,NONE,NONE,NONE,NONE,NONE,23,RUE DE LA CROIX RENAUDEAU,NONE,49120,CHEMILLE,FRANCE,Match
TRANSPORTS JEAN-CLAUDE ABADIE,5 Rue de l'Artisanat 64680 OGEU LES BAINS France,TRANSPORTS ABADIE J C ETABLISSEMENT ABADIE JEAN CLAUDE,5 RUE DE L ARTISANAT 64680 OGEU LES BAINS France,NONE,NONE,NONE,NONE,NONE,5,RUE DE L'ARTISANAT,NONE,64680,OGEU LES BAINS,FRANCE,NONE,NONE,NONE,NONE,NONE,5,RUE DE L ARTISANAT,NONE,64680,OGEU LES BAINS,FRANCE,Match
AFRADEM,168 BOULEVARD VINCENT AURIOL 75013 PARIS FRANCE,AFRADEM,168 BD VINCENT AURIOL 75013 PARIS 13 France,NONE,NONE,NONE,NONE,NONE,168,BOULEVARD VINCENT AURIOL,NONE,75013,PARIS,FRANCE,NONE,NONE,NONE,NONE,NONE,168,BOULEVARD VINCENT AURIOL,NONE,75013,PARIS,FRANCE,Match
LOVEST,2 Rue du Livre 67120 MOLSHEIM France,SOCIETE LOVEST LOVEST,2 RUE DU LIEVRE 67120 MOLSHEIM France,NONE,NONE,NONE,NONE,NONE,2,RUE DU LIVRE,NONE,67120,MOLSHEIM,FRANCE,NONE,NONE,NONE,NONE,NONE,2,RUE DU LIEVRE,NONE,67120,MOLSHEIM,FRANCE,Match
COFFINET TRANSPORTS,1 ROUTE DES TEMPLIERS 10260 MONTCEAUX LES VAUDES FRANCE,SARL COFFINET,1 RTE DES TEMPLIERS 10260 MONTCEAUX LES VAUDES France,NONE,NONE,NONE,NONE,NONE,1,ROUTE DES TEMPLIERS,NONE,10260,VAUDES,FRANCE,NONE,NONE,NONE,NONE,NONE,1,ROUTE DES TEMPLIERS,NONE,10260,VAUDES,FRANCE,Match
LOC'ACTIVE,ZA ERDRE ACTIVE 10 R TOSCANE 44240 LA CHAPELLE SUR ERDRE FRANCE,TRANSPORTS COUVERT,10 RUE DE LA TOSCANE 44240 LA CHAPELLE SUR ERDRE France,NONE,NONE,NONE,ZONE ARTISANALE ERDRE ACTIVE,NONE,10,RUE DE LA TOSCANE,NONE,44240,LA CHAPELLE SUR ERDRE,FRANCE,NONE,NONE,NONE,NONE,NONE,10,RUE DE LA TOSCANE,NONE,44240,LA CHAPELLE SUR ERDRE,FRANCE,Match
AGENCE PARIS DEM,av Pierre Smard 94200 Ivry Sur Seine France,AGENCE PARIS DEM,19 AV PIERRE SEMARD 94200 IVRY SUR SEINE France,NONE,NONE,NONE,NONE,NONE,19,AVENUE PIERRE SMARD,NONE,94200,IVRY SUR SEINE,FRANCE,NONE,NONE,NONE,NONE,NONE,19,AVENUE PIERRE SEMARD,NONE,94200,IVRY SUR SEINE,FRANCE,Match
SE TRANSPORT ENGEL SARL,RUE HENRI MARTINET 51290 MARGERIE HANCOURT FRANCE,SARL D EXPLOITATION TRANSPORTS ENGEL SARL ENGEL,RUE HENRI MARTINET 51290 MARGERIE HANCOURT France,NONE,NONE,NONE,NONE,NONE,NONE,RUE HENRI MARTINET,NONE,51290,MARGERIE HANCOURT,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE HENRI MARTINET,NONE,51290,MARGERIE HANCOURT,FRANCE,Match
CHRONO COLIS SERVICES,avenue saint Guillan 31620 CASTELNAU D'ESTRETEFONDS France,CHRONO COLIS SERVICES,AV DE SAINT GUILLAN EUROCENTRE 31620 CASTELNAU D'ESTRETEFONDS France,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE SAINT GUILLAN,NONE,31620,CASTELNAU D'ESTRETEFONDS,FRANCE,NONE,NONE,NONE,EUROCENTRE,NONE,NONE,AVENUE DE SAINT GUILLAN,NONE,31620,CASTELNAU D'ESTRETEFONDS,FRANCE,Match
DFENSE 2000 COURSES,Square Lon Blum 92800 PUTEAUX France,DEFENSE 2000 COURSES,SQ LEON BLUM 92800 PUTEAUX France,NONE,NONE,NONE,NONE,NONE,NONE,SQUARE LON BLUM,NONE,92800,PUTEAUX,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,SQUARE LEON BLUM,NONE,92800,PUTEAUX,FRANCE,Match
AB PLUS,rue Patay 75013 PARIS France,AB PLUS,RUE DE PATAY 75013 PARIS 13 France,NONE,NONE,NONE,NONE,NONE,NONE,RUE PATAY,NONE,75013,PARIS,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,RUE DE PATAY,NONE,75013,PARIS,FRANCE,Match
SAUNIER EXPRESS,route de Neuville 45760 VENNECY France,SAUNIER EXPRESS,RTE DE NEUVILLE 45760 VENNECY France,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE NEUVILLE,NONE,45760,VENNECY,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE NEUVILLE,NONE,45760,VENNECY,FRANCE,Match
MORLET,Route de Neuflige 08300 LE CHATELET SUR RETOURNE France,SARL MORLET,RTE DE NEUFLIZE 08300 LE CHATELET SUR RETOURNE France,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE NEUFLIGE,NONE,8300,LE CHATELET SUR RETOURNE,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE NEUFLIZE,NONE,8300,LE CHATELET SUR RETOURNE,FRANCE,Match
DELAS ALAIN,ROUTE ROCHELLE 79000 BESSINES FRANCE,M ALAIN DELAS,RTE DE LA ROCHELLE 79000 BESSINES France,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE ROCHELLE,NONE,79000,BESSINES,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,ROUTE DE LA ROCHELLE,NONE,79000,BESSINES,FRANCE,Match
FRANCE CARGO INTERNATIONAL CIE,Avenue Marc Sangnier 92390 VILLENEUVE LA GARENNE France,FRANCE CARGO INTERNATIONAL COMPANY FRANCE CARGO INTERNATIONAL,AV MARC SANGNIER 92390 VILLENEUVE LA GARENNE France,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE MARC SANGNIER,NONE,92390,VILLENEUVE LA GARENNE,FRANCE,NONE,NONE,NONE,NONE,NONE,NONE,AVENUE MARC SANGNIER,NONE,92390,VILLENEUVE LA GARENNE,FRANCE,Match
TRANSPORTS NMP,28 RUE JEAN POULMARCH 95100 ARGENTEUIL FRANCE,TRANSPORT NMP,28 RUE JEAN POULMARCH 95100 ARGENTEUIL France,NONE,NONE,NONE,NONE,NONE,28,RUE JEAN POULMARCH,NONE,95100,ARGENTEUIL,FRANCE,NONE,NONE,NONE,NONE,NONE,28,RUE JEAN POULMARCH,NONE,95100,ARGENTEUIL,FRANCE,Match
TRANSPORTS DUBOIS JEAN-CLAUDE,276 rue andr boulle 30100 ALES France,TRANSPORTS DUBOIS,276 RUE ANDRE BOULLE 30100 ALES France,NONE,NONE,NONE,NONE,NONE,276,RUE ANDR BOULLE,NONE,30100,ALES,FRANCE,NONE,NONE,NONE,NONE,NONE,276,RUE ANDRE BOULLE,NONE,30100,ALES,FRANCE,Match
EURO TRANS 78,ZAC de l'Aqueduc - 05 Rue Georges Pompidou 78690 LES ESSARTS LE ROI France,EURO TRANS 78,5 RUE GEORGES POMPIDOU 5 A 9 78690 LES ESSARTS LE ROI France,NONE,NONE,NONE,ZONE ARTISANALEC DE L'AQUEDUC,NONE,5,RUE GEORGES POMPIDOU,NONE,78690,LES ESSARTS,FRANCE,NONE,NONE,NONE,NONE,NONE,5,RUE GEORGES POMPIDOU,NONE,78690,LES ESSARTS,FRANCE,Match
DARDINIER DEMENAGEMENTS,19 Rue des Ribes 63170 AUBIERE France,HOLDING D&D D\XE9M\XE9NAGEMENTS DARDINIER,19 RUE DES RIBES ZONE INDUSTRIELLE 63170 AUBIERE France,NONE,NONE,NONE,NONE,NONE,19,RUE DES RIBES,NONE,63170,AUBIERE,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,19,RUE DES RIBES,NONE,63170,AUBIERE,FRANCE,Match
TSTL,241 av DE L'INDUSTRIE 31660 BESSIERES France,TRANSPORTS SORIANO THIERRY LOGISTIQUE T S T L,241 AV DE L'INDUSTRIE ZAC DU TRIANGLE 31660 BESSIERES France,NONE,NONE,NONE,NONE,NONE,241,AVENUE DE L'INDUSTRIE,NONE,31660,BESSIERES,FRANCE,NONE,NONE,NONE,ZONE ARTISANALEC DU TRIANGLE,NONE,241,AVENUE DE L'INDUSTRIE,NONE,31660,BESSIERES,FRANCE,Match
SYTRANS (SARL),14 rue de la Fert 55700 OLIZY SUR CHIERS France,SARL SYTRANS,14 RUE DE LA FERTE 55700 OLIZY SUR CHIERS France,NONE,NONE,NONE,NONE,NONE,14,RUE DE LA FERT,NONE,55700,OLIZY SUR CHIERS,FRANCE,NONE,NONE,NONE,NONE,NONE,14,RUE DE LA FERTE,NONE,55700,OLIZY SUR CHIERS,FRANCE,Match
BOUSSARD,10 RUE CHATEAU D'EAU 45700 VIMORY FRANCE,TRANSPORTS BOUSSARD,10 RUE DU CHATEAU D EAU 45700 VIMORY France,NONE,NONE,NONE,NONE,NONE,10,RUE CHATEAU D'EAU,NONE,45700,VIMORY,FRANCE,NONE,NONE,NONE,NONE,NONE,10,RUE DU CHATEAU D EAU,NONE,45700,VIMORY,FRANCE,Match
SCAMAC,20 AV DU GUE LANGLOIS 77600 BUSSY ST MARTIN France,SCAMAC IMMO,20 AV DU GUE LANGLOIS 20 22 ZAC DU GUE LANGLOIS 77600 BUSSY SAINT MARTIN France,NONE,NONE,NONE,NONE,NONE,20,AVENUE DU GUE LANGLOIS,NONE,77600,BUSSY SAINT MARTIN,FRANCE,NONE,NONE,NONE,ZONE ARTISANALEC DU GUE LANGLOIS,NONE,20,AVENUE DU GUE LANGLOIS,NONE,77600,BUSSY SAINT MARTIN,FRANCE,Match
HALLASKA LOGISTICS,3 rue des Quinze Arpents 94310 ORLY France,HALL'ASKA LOGISTICS,3 RUE DES QUINZE ARPENTS SENIA 623 94310 ORLY France,NONE,NONE,NONE,NONE,NONE,3,RUE DES QUINZE ARPENTS,NONE,94310,ORLY,FRANCE,NONE,NONE,NONE,NONE,NONE,3,RUE DES QUINZE ARPENTS,NONE,94310,ORLY,FRANCE,Match
TWI TRANS WORLD INDUSTRIES,ZAC DU CHAMP DU ROY 69140 RILLIEUX LA PAPE FRANCE,T.W.I. TRANS WORLD INDUSTRIES TRANS WORLD INDUSTRIES,PARC ACTIVITE CHAMP DU ROY 69140 RILLIEUX LA PAPE France,NONE,NONE,NONE,ZONE ARTISANALEC DU CHAMP DU ROY,NONE,NONE,NONE,NONE,69140,RILLIEUX LA PAPE,FRANCE,NONE,NONE,NONE,PARC ACTIVITE CHAMP DU ROY,NONE,NONE,NONE,NONE,69140,RILLIEUX LA PAPE,FRANCE,Match
TRANSPORT BOURDA,30 chemin des Vitarelles 31150 LESPINASSE France,EURL TRANSPORTS BOURDA PHILIPPE,30 CHE VITARELLES 31150 LESPINASSE France,NONE,NONE,NONE,NONE,NONE,30,CHEMIN DES VITARELLES,NONE,31150,LESPINASSE,FRANCE,NONE,NONE,NONE,NONE,NONE,30,CHEMIN VITARELLES,NONE,31150,LESPINASSE,FRANCE,Match
PILOTE LINE,18 RUE BERNARD PALISSY 45800 ST JEAN DE BRAYE France,PILOTE LINE,18 RUE BERNARD PALISSY 45800 SAINT JEAN DE BRAYE France,NONE,NONE,NONE,NONE,NONE,18,RUE BERNARD PALISSY,NONE,45800,SAINT JEAN DE BRAYE,FRANCE,NONE,NONE,NONE,NONE,NONE,18,RUE BERNARD PALISSY,NONE,45800,SAINT JEAN DE BRAYE,FRANCE,Match
FIGATRANS,54 RUE CLEMENCEAU 57130 ARS SUR MOSELLE FRANCE,FIGATRANS BOURGOGNE,54 RUE GEORGES CLEMENCEAU 57130 ARS SUR MOSELLE France,NONE,NONE,NONE,NONE,NONE,54,RUE CLEMENCEAU,NONE,57130,ARS,FRANCE,NONE,NONE,NONE,NONE,NONE,54,RUE GEORGES CLEMENCEAU,NONE,57130,ARS,FRANCE,Match
TRANSPORTS CORNU MG FRT,80 Avenue Gnral de Gaulle BP 23 77272 VILLEPARISIS CEDEX France,TRANSPORTS CORNU M G FRET TRANSPORTS CORNU MG FRET,80 AV DU GENERAL DE GAULLE 77270 VILLEPARISIS France,NONE,NONE,NONE,NONE,NONE,80,AVENUE GNRAL DE GAULLE,BP 23,77272,VILLEPARISIS,FRANCE,NONE,NONE,NONE,NONE,NONE,80,AVENUE DU GENERAL DE GAULLE,NONE,77270,VILLEPARISIS,FRANCE,Match
TRANS ACIER,8 bis rue Joseph Cugnot 51430 TINQUEUX France,TRANS ACIER,8 RUE JOSEPH CUGNOT 8 ET 10 51430 TINQUEUX France,NONE,NONE,NONE,NONE,NONE,8,RUE JOSEPH CUGNOT,NONE,51430,TINQUEUX,FRANCE,NONE,NONE,NONE,NONE,NONE,8,RUE JOSEPH CUGNOT,NONE,51430,TINQUEUX,FRANCE,Match
ROUSSELOT MANUTENTION - GROUPE BOVIS,110 Rue Descartes 54710 LUDRES France,ROUSSELOT MANUTENTION,110 RUE DESCARTES 54710 LUDRES France,NONE,NONE,NONE,NONE,NONE,110,RUE DESCARTES,NONE,54710,LUDRES,FRANCE,NONE,NONE,NONE,NONE,NONE,110,RUE DESCARTES,NONE,54710,LUDRES,FRANCE,Match
ACTIV,34 A Rue Oberhausbergen 67201 ECKBOLSHEIM France,ACTIV,34 A RUE D OBERHAUSBERGEN 67201 ECKBOLSHEIM France,NONE,NONE,NONE,NONE,NONE,34,RUE OBERHAUSBERGEN,NONE,67201,ECKBOLSHEIM,FRANCE,NONE,NONE,NONE,NONE,NONE,34,RUE D OBERHAUSBERGEN,NONE,67201,ECKBOLSHEIM,FRANCE,Match
MCV TRANSPORTS,Zi du Capistol 10 rue Baptiste Perrin 34500 BEZIERS France,M.C.V.TRANSPORTS MCV TRANSPORTS,10 RUE JEAN BAPTISTE PERRIN 34500 BEZIERS France,NONE,NONE,NONE,ZONE INDUSTRIELLE DU CAPISTOL,NONE,10,RUE JEAN  PERRIN,NONE,34500,BEZIERS,FRANCE,NONE,NONE,NONE,NONE,NONE,10,RUE JEAN BAPTISTE PERRIN,NONE,34500,BEZIERS,FRANCE,Match
DEMENAGEMENTS GRENIER,52 rue du capuchet 76620 LE HAVRE France,DEMENAGEMENTS GRENIER,52 RUE DU CAPUCHET 76620 LE HAVRE France,NONE,NONE,NONE,NONE,NONE,52,RUE DU CAPUCHET,NONE,76620,LE HAVRE,FRANCE,NONE,NONE,NONE,NONE,NONE,52,RUE DU CAPUCHET,NONE,76620,LE HAVRE,FRANCE,Match
S.A.R.C.,20 RUE FRIANT 78500 SARTROUVILLE FRANCE,SARC SARC,17 RUE FRIANT 78500 SARTROUVILLE France,NONE,NONE,NONE,NONE,NONE,20,RUE FRIANT,NONE,78500,SARTROUVILLE,FRANCE,NONE,NONE,NONE,NONE,NONE,17,RUE FRIANT,NONE,78500,SARTROUVILLE,FRANCE,PartialMatch
PHILCO INTERNATIONAL,35 RUE DU 129 E RI 76600 LE HAVRE France,PHILCO INTERNATIONAL SARL,35 RUE DU 129E RGT D INFANTERIE 76600 LE HAVRE France,NONE,NONE,NONE,NONE,NONE,35,RUE DU 129 E REGIMENT D'INFANTERIE,NONE,76600,LE HAVRE,FRANCE,NONE,NONE,NONE,NONE,NONE,35,RUE DU 129E RGT D INFANTERIE,NONE,76600,LE HAVRE,FRANCE,Match
TRANSSAME,5 Rue de Gamand 59810 Lesquin France,TRANSSAME,5 RUE DE GAMAND UNICOURSES 59810 LESQUIN France,NONE,NONE,NONE,NONE,NONE,5,RUE DE GAMAND,NONE,59810,LESQUIN,FRANCE,NONE,NONE,NONE,NONE,NONE,5,RUE DE GAMAND UNICOURSES,NONE,59810,LESQUIN,FRANCE,Match
TRANS MANU MACHINES,18 Route de Verrires 10450 BREVIANDES France,TRANS MANU MACHINES,10 RTE DE VERRIERES  10450 BREVIANDES France,NONE,NONE,NONE,NONE,NONE,18,ROUTE DE VERRIRES,NONE,10450,BREVIANDES,FRANCE,NONE,NONE,NONE,NONE,NONE,10,ROUTE DE VERRIERES,NONE,10450,BREVIANDES,FRANCE,PartialMatch
ARSENTO,"1092, Bd Pierre Sauvaigo 06480 LA COLLE SUR LOUP France",POLYBOX,1092 BD PIERRE SAUVAIGO 06480 LA COLLE SUR LOUP France,NONE,NONE,NONE,NONE,NONE,1092,BOULEVARD PIERRE SAUVAIGO,NONE,6480,LA COLLE SUR LOUP,FRANCE,NONE,NONE,NONE,NONE,NONE,1092,BOULEVARD PIERRE SAUVAIGO,NONE,6480,LA COLLE SUR LOUP,FRANCE,Match
ARSENTO,"1092, Bd Pierre Sauvaigo 06480 LA COLLE SUR LOUP France",SOC EXPL TRANSPORTS ARSENTO TRANSPORTS ARSENTO,1000 BD PIERRE SAUVAIGO 06480 LA COLLE SUR LOUP France,NONE,NONE,NONE,NONE,NONE,1092,BOULEVARD PIERRE SAUVAIGO,NONE,6480,LA COLLE SUR LOUP,FRANCE,NONE,NONE,NONE,NONE,NONE,1000,BOULEVARD PIERRE SAUVAIGO,NONE,6480,LA COLLE SUR LOUP,FRANCE,PartialMatch
EXPRESS COURSES,8 RUE CLAMORIN 58300 ST LEGER DES VIGNES France,EXPRESS COURSES,8 RUE CLAMORIN 58300 SAINT LEGER DES VIGNES France,NONE,NONE,NONE,NONE,NONE,8,RUE CLAMORIN,NONE,58300,SAINT LEGER,FRANCE,NONE,NONE,NONE,NONE,NONE,8,RUE CLAMORIN,NONE,58300,SAINT LEGER,FRANCE,Match
TRANS OCCITANIE SERVICES,512 chemin de La Loubatre 31330 MERVILLE France,TRANS OCCITAN SERVICE,512 CHE DE LA LOUBATERE 31330 MERVILLE France,NONE,NONE,NONE,NONE,NONE,512,CHEMIN DE LA LOUBATRE,NONE,31330,MERVILLE,FRANCE,NONE,NONE,NONE,NONE,NONE,512,CHEMIN DE LA LOUBATERE,NONE,31330,MERVILLE,FRANCE,Match
TRANSPORTS CHABRILLAC,4 RUE DES TRANSPORTS - ZA de Vic 31320 CASTANET TOLOSAN France,TRANSPORTS CHABRILLAC,4 RUE DES TRANSPORTS ZA DE VIC 31320 CASTANET TOLOSAN France,NONE,NONE,NONE,ZONE ARTISANALE DE VIC,NONE,4,RUE DES TRANSPORTS,NONE,31320,CASTANET TOLOSAN,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE DE VIC,NONE,4,RUE DES TRANSPORTS,NONE,31320,CASTANET TOLOSAN,FRANCE,Match
AGENCE RAPID TRANSPORTS,207 rue Georges Guynemer 34130 MAUGUIO France,AGENCE RAPID'TRANSPORTS SARL AGENCE RAPID TRANSPORTS RAPID EMBAL,207 RUE GEORGES GUYNEMER 34130 MAUGUIO France,NONE,NONE,NONE,NONE,NONE,207,RUE GEORGES GUYNEMER,NONE,34130,MAUGUIO,FRANCE,NONE,NONE,NONE,NONE,NONE,207,RUE GEORGES GUYNEMER,NONE,34130,MAUGUIO,FRANCE,Match
TRANSPORTS RICHARD GROS,220 Route de Lusigny 71500 SORNAY France,SARL TRANSPORTS RICHARD GROS,220 RTE DE LUSIGNY ZONE ARTISANALE 71500 SORNAY France,NONE,NONE,NONE,NONE,NONE,220,ROUTE DE LUSIGNY,NONE,71500,SORNAY,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE,NONE,220,ROUTE DE LUSIGNY,NONE,71500,SORNAY,FRANCE,Match
TRANSPORTS GROLLIER,167 Impasse Juvnal  30900 NIMES France,TRANSPORTS GROLLIER S A R L TRANSPORTS GROLLIER,167 IMP JUVENAL 30900 NIMES France,NONE,NONE,NONE,NONE,NONE,167,IMPASSE JUVNAL,NONE,30900,NIMES,FRANCE,NONE,NONE,NONE,NONE,NONE,167,IMPASSE JUVENAL,NONE,30900,NIMES,FRANCE,Match
EURO PRESTA FRANCE,1 ALLE DES MYOSOTIS BP 93300 AUBERVILLIERS FRANCE,EURO PRESTA FRANCE,1 ALL DES MYOSOTIS 93300 AUBERVILLIERS France,NONE,NONE,NONE,NONE,NONE,1,ALLE DES MYOSOTIS,BP 93300,NONE,AUBERVILLIERS,FRANCE,NONE,NONE,NONE,NONE,NONE,1,ALLEE DES MYOSOTIS,NONE,93300,AUBERVILLIERS,FRANCE,Match
TRANSPORTS MINGOT ET FILS,8 RUE DES BOSQUETS 30230 BOUILLARGUES FRANCE,MINGOT ET FILS,8 RUE DES BOSQUETS 30230 BOUILLARGUES France,NONE,NONE,NONE,NONE,NONE,8,RUE DES BOSQUETS,NONE,30230,BOUILLARGUES,FRANCE,NONE,NONE,NONE,NONE,NONE,8,RUE DES BOSQUETS,NONE,30230,BOUILLARGUES,FRANCE,Match
CARPENTIER LOGISTIQUE,500 rue LOUIS BERGUET 62100 CALAIS France,CARPENTIER LOGISTIQUE,500 RUE LOUIS BREGUET ZAC MARCEL DORET 62100 CALAIS France,NONE,NONE,NONE,NONE,NONE,500,RUE LOUIS BERGUET,NONE,62100,CALAIS,FRANCE,NONE,NONE,NONE,ZONE ARTISANALEC MARCEL DORET,NONE,500,RUE LOUIS BREGUET,NONE,62100,CALAIS,FRANCE,Match
JOST LOGISTIC,27 rue de l'industrie 67720 HOERDT France,JOST LOGISTIC,27 RUE DE L INDUSTRIE ZONE INDUSTRIELLE 67720 HOERDT France,NONE,NONE,NONE,NONE,NONE,27,RUE DE L'INDUSTRIE,NONE,67720,HOERDT,FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE,NONE,27,RUE DE L INDUSTRIE,NONE,67720,HOERDT,FRANCE,Match
LOOMIS FRANCE,20 RUE MAURICE HENRI GUILBERT 94110 ARCUEIL FRANCE,LOOMIS FRANCE,20 RUE MAURICE HENRI GUILBERT 94110 ARCUEIL France,NONE,NONE,NONE,NONE,NONE,20,RUE MAURICE HENRI GUILBERT,NONE,94110,ARCUEIL,FRANCE,NONE,NONE,NONE,NONE,NONE,20,RUE MAURICE HENRI GUILBERT,NONE,94110,ARCUEIL,FRANCE,Match
TRANSPORTS CAPELLE,9 rue Gaston Vrit 59310 AIX LES ORCHIES France,CAPELLE TRANSPORTS CAPELLE,9 RUE GASTON VERITE 59310 AIX EN PEVELE France,NONE,NONE,NONE,NONE,NONE,9,RUE GASTON VRIT,NONE,59310,AIX LES ORCHIES,FRANCE,NONE,NONE,NONE,NONE,NONE,9,RUE GASTON VERITE,NONE,59310,AIX LES ORCHIES,FRANCE,Match
SED LOGISTIQUE,ZA DU GUE - 35 rue de Guivry 77990 LE MESNIL AMELOT France,SED LOGISTIQUE,ZA DU GUE 77990 LE MESNIL AMELOT France,NONE,NONE,NONE,ZONE ARTISANALE DU GUE,NONE,35,RUE DE GUIVRY,NONE,77990,LE MESNIL,FRANCE,NONE,NONE,NONE,ZONE ARTISANALE DU GUE,NONE,NONE,NONE,NONE,77990,LE MESNIL,FRANCE,PartialMatch
GRIMONPREZ,9 RUE DU VERTUQUET 56 59960 NEUVILLE EN FERRAIN France,TRANSPORTS GRIMONPREZ PERE ET FILS GRIMONPREZ P\XE8RE ET FILS,9 RUE DU VERTUQUET 59960 NEUVILLE EN FERRAIN France,NONE,NONE,NONE,NONE,NONE,9,RUE DU VERTUQUET,NONE,59960,NEUVILLE EN FERRAIN,FRANCE,NONE,NONE,NONE,NONE,NONE,9,RUE DU VERTUQUET,NONE,59960,NEUVILLE EN FERRAIN,FRANCE,Match
BERNIS BOURGES,"ZI Asnires - 29, Avenue de la Prospective 18020 BOURGES CEDEX France",TRANSPORTS BERNIS,29 AV DE LA PROSPECTIVE 18000 BOURGES France,NONE,NONE,NONE,ZONE INDUSTRIELLE ASNIRES,NONE,29,AVENUE DE LA PROSPECTIVE,NONE,18020,BOURGES,FRANCE,NONE,NONE,NONE,NONE,NONE,29,AVENUE DE LA PROSPECTIVE,NONE,18000,BOURGES,FRANCE,Match
TRANSPORTS DEPAEUW,40 rue du grand logis 59840 LOMPRET France,TRANSPORTS DEPAEUW,40 RUE DU GRAND LOGIS 59840 LOMPRET France,NONE,NONE,NONE,NONE,NONE,40,RUE DU GRAND LOGIS,NONE,59840,LOMPRET,FRANCE,NONE,NONE,NONE,NONE,NONE,40,RUE DU GRAND LOGIS,NONE,59840,LOMPRET,FRANCE,Match
